data	D00049	D00059	D00079	D00094	D00095	D00106	D00110	D00113	D00136	D00139	D00180	D00225	D00227	D00232	D00234	D00235	D00241	D00255	D00270	D00274	D00281	D00283	D00295	D00300	D00301	D00306	D00318	D00332	D00336	D00356	D00364	D00371	D00380	D00394	D00397	D00400	D00410	D00411	D00415	D00419	D00422	D00426	D00432	D00437	D00440	D00442	D00443	D00451	D00454	D00465	D00480	D00483	D00493	D00494	D00498	D00499	D00503	D00509	D00513	D00514	D00520	D00521	D00522	D00523	D00524	D00525	D00528	D00540	D00542	D00559	D00560	D00563	D00574	D00598	D00601	D00604	D00606	D00607	D00609	D00613	D00627	D00632	D00635	D00645	D00646	D00665	D00666	D00673	D00674	D00675	D00676	D00682	D00683	D00684	D00687	D00688	D00715	D00726	D00760	D00765	D00769	D00775	D00779	D00780	D00790	D00837	D00838	D00845	D00954	D00965	D00987	D00996	D01020	D01022	D01024	D01051	D01071	D01103	D01118	D01126	D01164	D01227	D01236	D01242	D01269	D01295	D01297	D01324	D01332	D01346	D01352	D01358	D01386	D01390	D01441	D01454	D01462	D01603	D01652	D01692	D01699	D01712	D01713	D01717	D01745	D01782	D01828	D01871	D01891	D01925	D01964	D01965	D01973	D01994	D02007	D02066	D02070	D02076	D02082	D02147	D02149	D02150	D02234	D02237	D02250	D02278	D02279	D02327	D02338	D02340	D02342	D02349	D02354	D02356	D02357	D02358	D02359	D02361	D02374	D02566	D02578	D02588	D02614	D02671	D02721	D02725	D02826	D02884	D02910	D03165	D03187	D03210	D03274	D03365	D03415	D03442	D03490	D03503	D03621	D03642	D03654	D03858	D03879	D03880	D03881	D03966	D04006	D04034	D04040	D04375	D04625	D04716	D04979	D05113	D05129	D05246	D05312	D05341	D05740	D05792	D05938	D06056	D06396	
D00503	0.22500	0.27500	0.16667	0.19149	0.32500	0.18462	0.20000	0.20833	0.45455	0.35000	0.17544	0.55000	0.24138	0.17857	0.56000	0.35000	0.42500	0.30233	0.60000	0.40000	0.27500	0.42500	0.30000	0.45000	0.22881	0.19149	0.17500	0.25000	0.30357	0.17808	0.38636	0.20000	0.40000	0.45000	0.35000	0.27419	0.40000	0.21739	0.24390	0.19298	0.17073	0.29787	0.32609	0.32692	0.17073	0.26016	0.20238	0.27500	0.50000	0.27500	0.47500	0.35000	0.95000	0.45000	0.31111	0.22500	1.00000	0.23913	0.35000	0.32500	0.22414	0.26316	0.30909	0.38182	0.12500	0.22500	0.22500	0.22449	0.17500	0.37500	0.35714	0.52500	0.40000	0.32500	0.27059	0.30000	0.32500	0.22951	0.22917	0.33333	0.35484	0.37500	0.31429	0.12500	0.50000	0.33333	0.36667	0.20455	0.28889	0.37500	0.32692	0.16667	0.29577	0.31429	0.26667	0.28986	0.22951	0.40000	0.22794	0.15179	0.24000	0.25000	0.30000	0.21138	0.55000	0.20000	0.30952	0.34783	0.21538	0.25490	0.28767	0.35000	0.25000	0.15000	0.27451	0.19149	0.25000	0.27869	0.47500	0.17500	0.36170	0.25758	0.33824	0.27869	0.26562	0.31111	0.58333	0.45000	0.31481	0.33333	0.17105	0.52500	0.25000	0.37500	0.39726	0.22500	0.25676	0.23188	0.23529	0.23913	0.35593	0.18605	0.47500	0.29577	0.36364	0.17500	0.27500	0.70000	0.25373	0.22368	0.18605	0.31034	0.37037	0.32051	0.20000	0.28358	0.22034	0.24561	0.25397	0.37500	0.23636	0.37500	0.34568	0.19608	0.23022	0.17500	0.20000	0.31111	0.30000	0.57500	0.37500	0.21277	0.30000	0.34615	0.28333	0.27500	0.26829	0.32500	0.32500	0.52500	0.27500	0.22059	0.37500	0.52500	0.18841	0.22078	0.29268	0.27500	0.29167	0.22523	0.20000	0.31818	0.38095	0.32500	0.25225	0.11364	0.32500	0.27500	0.52500	0.43902	0.37500	0.47500	0.37500	0.15254	0.29688	0.19565	0.22500	0.33333	0.29412	0.32500	0.37500	0.27451	0.75000	0.22951	0.28571	0.32203	0.22807	0.22500	0.32099	0.17500	0.33333	0.35000	0.25000	
D00509	0.26087	0.32609	0.21667	0.21277	0.32609	0.23077	0.34000	0.27083	0.39130	0.28261	0.22807	0.30435	0.31034	0.21429	0.22000	0.36957	0.36957	0.26087	0.30435	0.42000	0.30435	0.32609	0.23913	0.45652	0.30508	0.17021	0.28261	0.23913	0.37500	0.28767	0.30435	0.23913	0.36957	0.39130	0.47826	0.33871	0.45652	0.28986	0.26087	0.26316	0.30435	0.34043	0.30435	0.28846	0.28261	0.27642	0.21429	0.45652	0.26087	0.43478	0.26087	0.32609	0.26087	0.26087	0.23913	0.26087	0.23913	1.00000	0.28261	0.34783	0.34483	0.47368	0.34545	0.34545	0.21739	0.15217	0.26087	0.30612	0.17391	0.21739	0.30357	0.34783	0.39130	0.32609	0.40000	0.32609	0.32609	0.37705	0.33333	0.64583	0.37097	0.47826	0.44286	0.27083	0.36957	0.35417	0.41667	0.28261	0.36957	0.35417	0.30769	0.26923	0.53521	0.51429	0.40000	0.53623	0.22951	0.30435	0.23529	0.16964	0.44000	0.23913	0.39130	0.25203	0.32609	0.32500	0.10870	0.42029	0.16923	0.35294	0.26027	0.30435	0.32609	0.43478	0.25490	0.38298	0.32609	0.39344	0.28261	0.26087	0.23404	0.34848	0.27941	0.31148	0.35938	0.43478	0.25000	0.26087	0.37037	0.41176	0.26316	0.34783	0.30435	0.36957	0.45205	0.36957	0.33784	0.40580	0.29412	0.30435	0.37288	0.21739	0.39130	0.39437	0.25455	0.52174	0.30435	0.26087	0.28358	0.27632	0.29070	0.31034	0.35185	0.39744	0.26316	0.55224	0.25424	0.38596	0.49206	0.36957	0.34545	0.34783	0.29630	0.39216	0.24460	0.32609	0.21739	0.36957	0.41304	0.26087	0.36957	0.27660	0.36957	0.26923	0.30000	0.34783	0.45652	0.39130	0.39130	0.34783	0.39130	0.29412	0.28261	0.23913	0.26087	0.33766	0.21739	0.34783	0.31250	0.21622	0.23077	0.34848	0.42857	0.26087	0.31532	0.18636	0.32609	0.21739	0.39130	0.39130	0.35714	0.39130	0.47826	0.21186	0.42188	0.10870	0.19565	0.37500	0.31373	0.26087	0.34783	0.39216	0.30435	0.14754	0.26531	0.35593	0.15789	0.19565	0.40741	0.36957	0.47826	0.23913	0.26087	
D00513	0.41379	0.16667	0.20000	0.21277	0.41379	0.21538	0.26000	0.22917	0.38636	0.27586	0.21053	0.35135	0.32759	0.26786	0.36000	0.66667	0.51724	0.60465	0.46875	0.32000	0.17241	0.45946	0.31034	0.55172	0.18644	0.25532	0.23684	0.31034	0.28571	0.24658	0.47727	0.17241	0.35484	0.56250	0.31250	0.27419	0.55172	0.24638	0.39024	0.21053	0.26829	0.34043	0.56522	0.32692	0.26829	0.21951	0.19048	0.40541	0.48571	0.40000	0.33333	0.76667	0.34211	0.33333	0.24444	0.20690	0.35000	0.28261	1.00000	0.23333	0.32759	0.36842	0.30909	0.34545	0.06897	0.22581	0.20690	0.30612	0.20690	0.25000	0.37500	0.46667	0.41379	0.57143	0.23529	0.13793	0.40000	0.16393	0.20833	0.33333	0.29032	0.35135	0.27143	0.22917	0.42857	0.37500	0.31667	0.27273	0.40000	0.39583	0.42308	0.20513	0.28169	0.25714	0.21667	0.27536	0.26230	0.46875	0.16912	0.13393	0.36000	0.13793	0.33333	0.17886	0.48571	0.25000	0.26190	0.30435	0.21538	0.37255	0.28767	0.37931	0.17241	0.21622	0.25490	0.23404	0.27273	0.31148	0.54286	0.06897	0.31915	0.22727	0.27941	0.32787	0.34375	0.42222	0.37500	0.48571	0.37037	0.35294	0.21053	0.45455	0.26667	0.51724	0.27397	0.23529	0.28378	0.26087	0.31373	0.15217	0.32203	0.37209	0.41935	0.30986	0.32727	0.23077	0.30000	0.37838	0.31343	0.23684	0.23256	0.31034	0.27778	0.26923	0.20000	0.28358	0.20339	0.35088	0.26984	0.51724	0.29091	0.43750	0.27160	0.15686	0.19424	0.17241	0.17241	0.42222	0.30000	0.45946	0.60606	0.23404	0.17949	0.34615	0.30000	0.24138	0.31707	0.25641	0.56757	0.38710	0.13793	0.25000	0.37838	0.38462	0.23188	0.27273	0.31707	0.45946	0.25000	0.19820	0.21538	0.30303	0.31746	0.37931	0.25225	0.11818	0.55556	0.32258	0.50000	0.36585	0.33929	0.45455	0.38235	0.15254	0.29688	0.15217	0.31034	0.27778	0.29412	0.34483	0.44828	0.37255	0.35484	0.21311	0.22449	0.28814	0.21053	0.20690	0.27160	0.26316	0.26190	0.43243	0.19444	
D00514	0.33333	0.40000	0.23333	0.19149	0.43333	0.23077	0.38000	0.33333	0.36364	0.36667	0.24561	0.29730	0.36207	0.21429	0.28000	0.20000	0.36667	0.30233	0.40625	0.36000	0.30000	0.29730	0.26667	0.46667	0.18644	0.25532	0.18421	0.16667	0.25000	0.21918	0.31818	0.40000	0.38710	0.28125	0.31250	0.29032	0.40000	0.24638	0.34146	0.19298	0.19512	0.34043	0.28261	0.25000	0.21951	0.13008	0.17857	0.29730	0.37143	0.22500	0.33333	0.26667	0.34211	0.30000	0.33333	0.16667	0.32500	0.34783	0.23333	1.00000	0.32759	0.29825	0.29091	0.29091	0.23333	0.35484	0.26667	0.22449	0.16667	0.25000	0.32143	0.33333	0.36667	0.22857	0.24706	0.30000	0.20000	0.13115	0.27083	0.31250	0.32258	0.45946	0.22857	0.25000	0.45238	0.25000	0.31667	0.20455	0.31111	0.33333	0.25000	0.16667	0.26761	0.27143	0.25000	0.26087	0.26230	0.34375	0.16176	0.15179	0.36000	0.16667	0.25000	0.18699	0.37143	0.22500	0.33333	0.21739	0.21538	0.23529	0.26027	0.36667	0.26667	0.27027	0.31373	0.19149	0.15152	0.34426	0.28571	0.20000	0.25532	0.24242	0.19118	0.29508	0.23438	0.33333	0.25000	0.28571	0.25926	0.27451	0.19737	0.33333	0.43333	0.33333	0.21918	0.23529	0.27027	0.23188	0.29412	0.28261	0.35593	0.30233	0.32258	0.30986	0.25455	0.25641	0.37500	0.29730	0.26866	0.23684	0.24419	0.36207	0.42593	0.23077	0.21053	0.26866	0.25424	0.28070	0.22222	0.36667	0.34545	0.40625	0.19753	0.11765	0.11511	0.13333	0.20000	0.26667	0.25000	0.37838	0.21212	0.23404	0.20513	0.28846	0.38333	0.26667	0.48780	0.30769	0.37838	0.32258	0.20000	0.26471	0.37838	0.30769	0.21739	0.23377	0.31707	0.35135	0.31250	0.20721	0.21538	0.27273	0.28571	0.36667	0.19820	0.13182	0.22222	0.22581	0.36667	0.29268	0.37500	0.33333	0.44118	0.14407	0.34375	0.21739	0.33333	0.25000	0.27451	0.23333	0.36667	0.39216	0.32258	0.24590	0.28571	0.30508	0.26316	0.13333	0.28395	0.18421	0.30952	0.37838	0.27778	
D00520	0.20690	0.25862	0.13333	0.20690	0.27586	0.16923	0.29310	0.34483	0.34483	0.22414	0.12069	0.29310	0.46552	0.15517	0.31034	0.31034	0.29310	0.36207	0.25862	0.31034	0.25862	0.32759	0.17241	0.46552	0.35593	0.31034	0.20690	0.24138	0.32759	0.28767	0.29310	0.44828	0.34483	0.34483	0.37931	0.12903	0.41379	0.36232	0.31034	0.13793	0.20690	0.44828	0.22414	0.20690	0.20690	0.22764	0.22619	0.29310	0.29310	0.43103	0.24138	0.36207	0.24138	0.24138	0.22414	0.24138	0.22414	0.34483	0.32759	0.32759	1.00000	0.51724	0.32759	0.32759	0.25862	0.22414	0.37931	0.41379	0.15517	0.20690	0.31034	0.37931	0.36207	0.32759	0.32941	0.24138	0.31034	0.16393	0.39655	0.31034	0.33871	0.37931	0.30000	0.39655	0.27586	0.50000	0.36667	0.20690	0.27586	0.29310	0.24138	0.19231	0.35211	0.27143	0.31667	0.34783	0.27869	0.27586	0.27941	0.18750	0.36207	0.25862	0.34483	0.24390	0.27586	0.26250	0.18966	0.33333	0.16923	0.24138	0.26027	0.27586	0.25862	0.29310	0.20690	0.41379	0.32759	0.45902	0.37931	0.20690	0.27586	0.34848	0.30882	0.70492	0.31250	0.51724	0.25862	0.34483	0.29310	0.32759	0.18421	0.39655	0.31034	0.31034	0.28767	0.32759	0.28378	0.28986	0.41379	0.32759	0.40678	0.20690	0.39655	0.32394	0.22414	0.36207	0.25862	0.29310	0.22388	0.21053	0.29070	0.29310	0.29310	0.29487	0.26316	0.32836	0.27119	0.25862	0.25397	0.34483	0.36207	0.27586	0.34568	0.22414	0.23741	0.24138	0.17241	0.55172	0.31034	0.29310	0.36207	0.32759	0.31034	0.31034	0.26667	0.29310	0.34483	0.25862	0.34483	0.37931	0.29310	0.20588	0.32759	0.22414	0.20290	0.24675	0.22414	0.25862	0.31034	0.22523	0.21538	0.31818	0.42857	0.24138	0.29730	0.19091	0.32759	0.18966	0.46552	0.34483	0.43103	0.44828	0.37931	0.20339	0.37500	0.17241	0.34483	0.40278	0.34483	0.24138	0.32759	0.53448	0.27586	0.18033	0.27586	0.23729	0.17241	0.17241	0.38272	0.41379	0.32759	0.24138	0.32759	
D00521	0.21053	0.29825	0.18333	0.26316	0.28070	0.20000	0.38596	0.31579	0.33333	0.22807	0.17544	0.26316	0.24138	0.15789	0.36842	0.36842	0.33333	0.47368	0.29825	0.42105	0.24561	0.35088	0.19298	0.45614	0.38136	0.35088	0.29825	0.24561	0.36842	0.34247	0.38596	0.17544	0.36842	0.40351	0.49123	0.29032	0.43860	0.44928	0.31579	0.19298	0.26316	0.43860	0.33333	0.21053	0.24561	0.26829	0.23810	0.29825	0.33333	0.49123	0.28070	0.42105	0.26316	0.29825	0.21053	0.31579	0.26316	0.47368	0.36842	0.29825	0.51724	1.00000	0.38596	0.36842	0.21053	0.19298	0.24561	0.45614	0.15789	0.24561	0.54386	0.42105	0.38596	0.33333	0.35294	0.26316	0.29825	0.26230	0.43860	0.40351	0.35484	0.42105	0.38571	0.38596	0.31579	0.43860	0.48333	0.22807	0.26316	0.42105	0.24561	0.29487	0.40845	0.45714	0.40000	0.39130	0.34426	0.35088	0.30882	0.21429	0.36842	0.28070	0.43860	0.23577	0.29825	0.27500	0.24561	0.36232	0.18462	0.28070	0.32877	0.29825	0.31579	0.38596	0.36842	0.61404	0.28070	0.45902	0.40351	0.22807	0.33333	0.36364	0.29412	0.32787	0.42188	0.70175	0.31579	0.42105	0.43860	0.45614	0.28947	0.45614	0.31579	0.36842	0.36986	0.40351	0.29730	0.27536	0.35088	0.29825	0.45763	0.15789	0.38596	0.38028	0.21053	0.54386	0.35088	0.33333	0.28358	0.26316	0.36047	0.36207	0.28070	0.34615	0.28421	0.38806	0.28814	0.21053	0.34921	0.40351	0.33333	0.36842	0.43210	0.29825	0.28777	0.24561	0.19298	0.54386	0.43860	0.33333	0.36842	0.42105	0.36842	0.38596	0.26667	0.42105	0.42105	0.38596	0.38596	0.42105	0.36842	0.27941	0.40351	0.26316	0.21739	0.32468	0.26316	0.26316	0.36842	0.25225	0.26154	0.48485	0.44444	0.26316	0.33333	0.21818	0.33333	0.21053	0.50877	0.45614	0.47368	0.56140	0.43860	0.27966	0.35938	0.15789	0.19298	0.47222	0.38596	0.22807	0.38596	0.54386	0.29825	0.18033	0.29825	0.28814	0.17544	0.29825	0.32099	0.50877	0.43860	0.28070	0.29825	
D00522	0.23636	0.21818	0.08333	0.12727	0.25455	0.07692	0.18182	0.16364	0.36364	0.32727	0.08772	0.34545	0.25862	0.08929	0.34545	0.29091	0.32727	0.41818	0.29091	0.27273	0.25455	0.29091	0.16364	0.38182	0.23729	0.21818	0.16364	0.20000	0.33929	0.12329	0.32727	0.25455	0.30909	0.36364	0.38182	0.40323	0.41818	0.27536	0.18182	0.08772	0.18182	0.36364	0.23636	0.23636	0.16364	0.21951	0.17857	0.27273	0.27273	0.32727	0.30909	0.32727	0.30909	0.32727	0.16364	0.20000	0.30909	0.34545	0.30909	0.29091	0.32759	0.38596	1.00000	0.67273	0.14545	0.16364	0.30909	0.18182	0.12727	0.16364	0.26786	0.36364	0.32727	0.27273	0.29412	0.25455	0.30909	0.11475	0.30909	0.27273	0.56452	0.32727	0.25714	0.32727	0.34545	0.34545	0.31667	0.18182	0.25455	0.32727	0.23636	0.15385	0.25352	0.34286	0.28333	0.26087	0.13115	0.30909	0.25000	0.13393	0.27273	0.29091	0.27273	0.19512	0.29091	0.22500	0.25455	0.27536	0.10769	0.29091	0.27397	0.25455	0.25455	0.25455	0.32727	0.30909	0.23636	0.26230	0.32727	0.12727	0.25455	0.42424	0.47059	0.31148	0.23438	0.40000	0.32727	0.34545	0.23636	0.36364	0.14474	0.36364	0.27273	0.27273	0.32877	0.23636	0.20270	0.23188	0.32727	0.27273	0.30508	0.18182	0.38182	0.26761	0.30909	0.32727	0.30909	0.30909	0.19403	0.22368	0.20930	0.32759	0.16364	0.32051	0.22105	0.23881	0.10169	0.24561	0.23810	0.29091	0.21818	0.25455	0.29630	0.14545	0.20863	0.18182	0.10909	0.40000	0.25455	0.29091	0.29091	0.27273	0.27273	0.27273	0.20000	0.29091	0.30909	0.27273	0.27273	0.34545	0.30909	0.26471	0.36364	0.30909	0.13043	0.18182	0.23636	0.23636	0.34545	0.20721	0.15385	0.27273	0.36508	0.21818	0.33333	0.16818	0.27273	0.16364	0.40000	0.34545	0.32143	0.36364	0.36364	0.19492	0.34375	0.12727	0.23636	0.41667	0.32727	0.25455	0.29091	0.36364	0.32727	0.16393	0.34545	0.72881	0.17544	0.10909	0.30864	0.34545	0.25455	0.27273	0.29091	
D00523	0.21818	0.25455	0.16667	0.20000	0.30909	0.20000	0.23636	0.23636	0.43636	0.23636	0.17544	0.32727	0.25862	0.19643	0.32727	0.32727	0.34545	0.38182	0.36364	0.27273	0.21818	0.38182	0.20000	0.45455	0.28814	0.21818	0.21818	0.21818	0.33929	0.21918	0.36364	0.20000	0.36364	0.43636	0.36364	0.45161	0.43636	0.20290	0.20000	0.17544	0.21818	0.38182	0.29091	0.30909	0.20000	0.27642	0.22619	0.30909	0.38182	0.40000	0.36364	0.40000	0.38182	0.34545	0.18182	0.34545	0.38182	0.34545	0.34545	0.29091	0.32759	0.36842	0.67273	1.00000	0.18182	0.20000	0.27273	0.29091	0.14545	0.23636	0.26786	0.41818	0.41818	0.34545	0.29412	0.23636	0.36364	0.14754	0.21818	0.27273	0.46774	0.34545	0.28571	0.25455	0.43636	0.34545	0.31667	0.23636	0.30909	0.25455	0.25455	0.20513	0.28169	0.34286	0.20000	0.28986	0.18033	0.40000	0.25735	0.17857	0.29091	0.18182	0.38182	0.23577	0.36364	0.21250	0.34545	0.31884	0.21538	0.34545	0.35616	0.32727	0.23636	0.21818	0.29091	0.27273	0.27273	0.36066	0.45455	0.20000	0.23636	0.31818	0.41176	0.29508	0.26562	0.38182	0.40000	0.45455	0.23636	0.30909	0.19737	0.45455	0.30909	0.36364	0.34247	0.23636	0.28378	0.21739	0.27273	0.18182	0.35593	0.21818	0.47273	0.33803	0.27273	0.32727	0.25455	0.36364	0.25373	0.28947	0.26744	0.29310	0.21818	0.33333	0.26316	0.25373	0.16949	0.22807	0.30159	0.36364	0.20000	0.34545	0.29630	0.18182	0.25180	0.21818	0.20000	0.41818	0.29091	0.40000	0.32727	0.23636	0.20000	0.25455	0.21667	0.29091	0.30909	0.25455	0.29091	0.45455	0.21818	0.32353	0.34545	0.41818	0.20290	0.24675	0.30909	0.25455	0.34545	0.25225	0.20000	0.36364	0.30159	0.25455	0.27928	0.15909	0.34545	0.21818	0.49091	0.30909	0.32143	0.49091	0.34545	0.16949	0.34375	0.14545	0.20000	0.41667	0.30909	0.27273	0.41818	0.38182	0.36364	0.18033	0.25455	0.62712	0.15789	0.25455	0.28395	0.30909	0.27273	0.34545	0.23636	
D00524	0.11538	0.43333	0.28333	0.31915	0.23077	0.27692	0.24000	0.31250	0.20455	0.03846	0.29825	0.13514	0.25862	0.25000	0.16000	0.26667	0.15385	0.09302	0.12500	0.26000	0.23077	0.16216	0.10714	0.07407	0.16102	0.27660	0.26316	0.30769	0.21429	0.19178	0.22727	0.23077	0.22581	0.15625	0.21875	0.22581	0.07143	0.21739	0.29268	0.22807	0.31707	0.19149	0.23913	0.25000	0.31707	0.14634	0.20238	0.16216	0.14286	0.27500	0.09091	0.16667	0.13158	0.06667	0.31111	0.31034	0.12500	0.21739	0.06897	0.23333	0.25862	0.21053	0.14545	0.18182	1.00000	0.35484	0.21429	0.40816	0.30769	0.28125	0.14286	0.13333	0.24138	0.31429	0.21176	0.23077	0.20000	0.22951	0.22917	0.20833	0.16129	0.27027	0.22857	0.31250	0.28571	0.22917	0.20000	0.31818	0.22222	0.18750	0.19231	0.24359	0.21127	0.20000	0.18333	0.21739	0.34426	0.28125	0.17647	0.16964	0.16000	0.11538	0.25000	0.16260	0.11429	0.20000	0.26190	0.20290	0.23077	0.25490	0.17808	0.32143	0.35714	0.29730	0.29412	0.21277	0.30303	0.29508	0.20000	0.42857	0.23404	0.18182	0.13235	0.21311	0.17188	0.17778	0.22917	0.08571	0.20370	0.19608	0.22368	0.21212	0.26667	0.28571	0.16438	0.35294	0.17568	0.24638	0.19608	0.28261	0.20339	0.27907	0.12903	0.22535	0.18182	0.25641	0.25000	0.16216	0.22388	0.25000	0.17442	0.27586	0.22222	0.19231	0.21053	0.20896	0.33898	0.24561	0.22222	0.27586	0.29091	0.28125	0.17284	0.21569	0.13669	0.29630	0.38462	0.26667	0.35000	0.13514	0.30303	0.29787	0.17949	0.26923	0.25000	0.25926	0.26829	0.20513	0.29730	0.09677	0.18519	0.29412	0.21622	0.20513	0.26087	0.19481	0.21951	0.24324	0.22917	0.18018	0.23077	0.22727	0.17460	0.15385	0.10811	0.10000	0.30556	0.19355	0.10000	0.21951	0.21429	0.15152	0.23529	0.16949	0.25000	0.34783	0.21429	0.15278	0.23529	0.11538	0.24138	0.27451	0.09677	0.22951	0.26531	0.15254	0.24561	0.42308	0.17284	0.21053	0.21429	0.16216	0.25000	
D00525	0.22581	0.32258	0.33333	0.27660	0.35484	0.33846	0.36000	0.41667	0.22727	0.25806	0.35088	0.18919	0.31034	0.30357	0.24000	0.25806	0.25806	0.20930	0.25000	0.22000	0.22581	0.24324	0.19355	0.19355	0.20339	0.31915	0.15789	0.29032	0.21429	0.28767	0.27273	0.35484	0.19355	0.21875	0.15625	0.24194	0.25806	0.21739	0.29268	0.33333	0.24390	0.23404	0.28261	0.26923	0.26829	0.16260	0.25000	0.21622	0.22857	0.20000	0.24242	0.25806	0.21053	0.25806	0.42222	0.32258	0.22500	0.15217	0.22581	0.35484	0.22414	0.19298	0.16364	0.20000	0.35484	1.00000	0.19355	0.22449	0.16129	0.31250	0.21429	0.19355	0.19355	0.25714	0.25882	0.25806	0.19355	0.18033	0.27083	0.16667	0.19355	0.18919	0.20000	0.18750	0.35714	0.20833	0.28333	0.25000	0.22222	0.20833	0.25000	0.26923	0.18310	0.18571	0.20000	0.18841	0.27869	0.18750	0.15441	0.21429	0.34000	0.09677	0.22222	0.22764	0.22857	0.25000	0.42857	0.17391	0.30769	0.23529	0.32877	0.35484	0.25806	0.24324	0.33333	0.21277	0.24242	0.24590	0.22857	0.38710	0.21277	0.21212	0.13235	0.21311	0.26562	0.22222	0.25000	0.25714	0.24074	0.23529	0.27632	0.21212	0.32258	0.22581	0.16438	0.23529	0.29730	0.18841	0.17647	0.28261	0.28814	0.30233	0.12903	0.26761	0.21818	0.15385	0.30000	0.18919	0.40299	0.36842	0.24419	0.31034	0.29630	0.17949	0.27368	0.17910	0.33898	0.29825	0.26984	0.25806	0.30909	0.31250	0.19753	0.15686	0.14388	0.25806	0.35484	0.22222	0.30000	0.24324	0.21212	0.23404	0.17949	0.28846	0.36667	0.22581	0.29268	0.23077	0.27027	0.16129	0.16129	0.41176	0.29730	0.30769	0.31884	0.35065	0.43902	0.32432	0.20833	0.25225	0.30769	0.21212	0.17460	0.38710	0.13514	0.12273	0.25000	0.19355	0.19355	0.21951	0.30357	0.24242	0.20588	0.19492	0.26562	0.45652	0.35484	0.20833	0.33333	0.19355	0.25806	0.33333	0.19355	0.31148	0.28571	0.22034	0.35088	0.29032	0.18519	0.15789	0.26190	0.27027	0.19444	
D00528	0.28571	0.30000	0.18333	0.21277	0.42857	0.15385	0.24000	0.31250	0.29545	0.42857	0.19298	0.37838	0.39655	0.19643	0.30000	0.30000	0.32143	0.27907	0.25000	0.36000	0.28571	0.29730	0.14286	0.21429	0.16949	0.27660	0.34211	0.28571	0.30357	0.15068	0.27273	0.60714	0.29032	0.25000	0.43750	0.17742	0.25000	0.31884	0.34146	0.21053	0.24390	0.38298	0.28261	0.23077	0.24390	0.16260	0.17857	0.27027	0.25714	0.27500	0.15152	0.23333	0.23684	0.16667	0.24444	0.37931	0.22500	0.26087	0.20690	0.26667	0.37931	0.24561	0.30909	0.27273	0.21429	0.19355	1.00000	0.28571	0.25000	0.15625	0.25000	0.30000	0.31034	0.22857	0.18824	0.21429	0.26667	0.18033	0.41667	0.33333	0.33871	0.32432	0.21429	0.31250	0.23810	0.25000	0.18333	0.22727	0.26667	0.31250	0.25000	0.14103	0.25352	0.24286	0.25000	0.21739	0.24590	0.37500	0.15441	0.10714	0.22000	0.35714	0.22222	0.13821	0.25714	0.17500	0.26190	0.21739	0.18462	0.25490	0.19178	0.32143	0.35714	0.29730	0.29412	0.36170	0.36364	0.18033	0.25714	0.17857	0.31915	0.27273	0.25000	0.36066	0.15625	0.26667	0.27083	0.25714	0.27778	0.33333	0.13158	0.30303	0.23333	0.32143	0.24658	0.44118	0.21622	0.17391	0.33333	0.41304	0.20339	0.34884	0.19355	0.18310	0.34545	0.28205	0.37500	0.18919	0.14925	0.22368	0.13953	0.27586	0.33333	0.23077	0.16842	0.23881	0.23729	0.28070	0.25397	0.34483	0.27273	0.31250	0.18519	0.15686	0.14388	0.21429	0.25000	0.24444	0.30000	0.27027	0.24242	0.36170	0.28205	0.34615	0.28333	0.32143	0.29268	0.30769	0.35135	0.25806	0.42857	0.25000	0.32432	0.20513	0.14493	0.15584	0.17073	0.40541	0.33333	0.15315	0.20000	0.28788	0.28571	0.21429	0.13514	0.10455	0.22222	0.16129	0.23333	0.36585	0.21429	0.21212	0.35294	0.14407	0.23438	0.19565	0.39286	0.26389	0.31373	0.21429	0.37931	0.25490	0.19355	0.21311	0.36735	0.27119	0.24561	0.21429	0.23457	0.28947	0.26190	0.27027	0.38889	
