data	D00049	D00059	D00079	D00094	D00095	D00106	D00110	D00113	D00136	D00139	D00180	D00225	D00227	D00232	D00234	D00235	D00241	D00255	D00270	D00274	D00281	D00283	D00295	D00300	D00301	D00306	D00318	D00332	D00336	D00356	D00364	D00371	D00380	D00394	D00397	D00400	D00410	D00411	D00415	D00419	D00422	D00426	D00432	D00437	D00440	D00442	D00443	D00451	D00454	D00465	D00480	D00483	D00493	D00494	D00498	D00499	D00503	D00509	D00513	D00514	D00520	D00521	D00522	D00523	D00524	D00525	D00528	D00540	D00542	D00559	D00560	D00563	D00574	D00598	D00601	D00604	D00606	D00607	D00609	D00613	D00627	D00632	D00635	D00645	D00646	D00665	D00666	D00673	D00674	D00675	D00676	D00682	D00683	D00684	D00687	D00688	D00715	D00726	D00760	D00765	D00769	D00775	D00779	D00780	D00790	D00837	D00838	D00845	D00954	D00965	D00987	D00996	D01020	D01022	D01024	D01051	D01071	D01103	D01118	D01126	D01164	D01227	D01236	D01242	D01269	D01295	D01297	D01324	D01332	D01346	D01352	D01358	D01386	D01390	D01441	D01454	D01462	D01603	D01652	D01692	D01699	D01712	D01713	D01717	D01745	D01782	D01828	D01871	D01891	D01925	D01964	D01965	D01973	D01994	D02007	D02066	D02070	D02076	D02082	D02147	D02149	D02150	D02234	D02237	D02250	D02278	D02279	D02327	D02338	D02340	D02342	D02349	D02354	D02356	D02357	D02358	D02359	D02361	D02374	D02566	D02578	D02588	D02614	D02671	D02721	D02725	D02826	D02884	D02910	D03165	D03187	D03210	D03274	D03365	D03415	D03442	D03490	D03503	D03621	D03642	D03654	D03858	D03879	D03880	D03881	D03966	D04006	D04034	D04040	D04375	D04625	D04716	D04979	D05113	D05129	D05246	D05312	D05341	D05740	D05792	D05938	D06056	D06396
D00499	0.2069	0.26667	0.33333	0.42553	0.31034	0.26154	0.3	0.35417	0.32558	0.2069	0.35088	0.13889	0.27586	0.27273	0.2	0.33333	0.34483	0.18605	0.19355	0.34694	0.2069	0.27778	0.2069	0.2069	0.18803	0.29787	0.34211	0.44828	0.38182	0.24658	0.30233	0.34483	0.35484	0.25	0.375	0.27419	0.2069	0.30435	0.29268	0.38596	0.39024	0.2766	0.34783	0.34615	0.39024	0.21951	0.22619	0.18919	0.28571	0.4	0.1875	0.27586	0.21622	0.16667	0.24444	1.0	0.23077	0.26087	0.2069	0.16667	0.22807	0.31579	0.2	0.34545	0.31034	0.32258	0.37931	0.35417	0.27586	0.13333	0.21429	0.2	0.41379	0.32353	0.24706	0.2069	0.2069	0.31148	0.25532	0.25532	0.25806	0.27778	0.3	0.23404	0.2619	0.29787	0.25424	0.37209	0.18182	0.1875	0.26923	0.25641	0.28169	0.28571	0.21667	0.27536	0.31667	0.3871	0.16418	0.18018	0.22449	0.17241	0.30556	0.21311	0.23529	0.2	0.2619	0.30435	0.29231	0.33333	0.28767	0.24138	0.34483	0.25	0.36	0.29787	0.42424	0.25	0.23529	0.34483	0.31111	0.18182	0.1791	0.2	0.23438	0.26667	0.30435	0.22857	0.33333	0.29412	0.26316	0.1875	0.17241	0.34483	0.23288	0.3125	0.28378	0.2029	0.3	0.31111	0.2069	0.33333	0.1	0.22857	0.25926	0.26316	0.3	0.16667	0.31343	0.31579	0.22093	0.32759	0.28302	0.28571	0.27368	0.23881	0.27586	0.26786	0.30159	0.34483	0.29091	0.32258	0.22785	0.31373	0.20144	0.34483	0.41379	0.28889	0.45	0.27778	0.33333	0.38298	0.17949	0.32692	0.25	0.41379	0.26829	0.25641	0.43243	0.25806	0.24138	0.33824	0.24324	0.30769	0.28986	0.27273	0.28205	0.40541	0.27083	0.21818	0.35385	0.38462	0.19355	0.2069	0.13514	0.13182	0.31429	0.16667	0.23333	0.3	0.21429	0.24242	0.29412	0.20339	0.28125	0.30435	0.27586	0.23944	0.37255	0.13793	0.37931	0.29412	0.19355	0.27869	0.40816	0.22034	0.29825	0.51724	0.17284	0.26316	0.33333	0.24324	0.34286
D00503	0.23077	0.28205	0.16667	0.19149	0.33333	0.16923	0.22	0.1875	0.44186	0.33333	0.17544	0.53846	0.24138	0.18182	0.58	0.35897	0.41026	0.32558	0.58974	0.38776	0.23077	0.41026	0.28205	0.46154	0.23077	0.17021	0.15385	0.25641	0.29091	0.17808	0.34884	0.17949	0.38462	0.46154	0.30769	0.27419	0.41026	0.21739	0.2439	0.19298	0.14634	0.2766	0.32609	0.32692	0.14634	0.25203	0.19048	0.23077	0.48718	0.25	0.46154	0.38462	0.94872	0.46154	0.31111	0.23077	1.0	0.21739	0.35897	0.30769	0.24561	0.2807	0.30909	0.38182	0.12821	0.23077	0.20513	0.20833	0.15385	0.33333	0.375	0.53846	0.41026	0.30769	0.25882	0.23077	0.28205	0.22951	0.21277	0.31915	0.35484	0.35897	0.3	0.10638	0.5	0.31915	0.35593	0.18605	0.29545	0.35417	0.30769	0.16667	0.29577	0.31429	0.26667	0.30435	0.21667	0.4359	0.23134	0.14414	0.20408	0.25641	0.30769	0.20492	0.53846	0.1875	0.33333	0.33333	0.2	0.2549	0.30137	0.33333	0.23077	0.17949	0.3	0.19149	0.23077	0.28333	0.51282	0.17949	0.35556	0.24242	0.34328	0.3	0.26563	0.33333	0.6087	0.46154	0.31481	0.33333	0.17105	0.5641	0.28205	0.35897	0.39726	0.20513	0.25676	0.23188	0.22	0.22222	0.36207	0.19048	0.48718	0.28571	0.33333	0.12821	0.275	0.71795	0.25373	0.22368	0.18605	0.31034	0.35849	0.33766	0.2	0.28358	0.2069	0.23214	0.26984	0.38462	0.25455	0.35897	0.32911	0.19608	0.22302	0.17949	0.20513	0.31111	0.275	0.5641	0.35897	0.21277	0.28205	0.34615	0.28333	0.25641	0.29268	0.30769	0.30769	0.53846	0.28205	0.22059	0.38462	0.53846	0.17391	0.22078	0.25641	0.25641	0.3125	0.21818	0.2	0.32308	0.37097	0.33333	0.25225	0.10909	0.30769	0.28205	0.53846	0.425	0.375	0.48718	0.38462	0.14407	0.3125	0.19565	0.20513	0.32394	0.31373	0.28205	0.38462	0.27451	0.76923	0.2459	0.28571	0.32203	0.24561	0.23077	0.30864	0.15385	0.30952	0.33333	0.23077
D00509	0.26087	0.32609	0.21667	0.21277	0.32609	0.23077	0.34	0.27083	0.41304	0.28261	0.22807	0.28261	0.31034	0.21818	0.22	0.36957	0.34783	0.26087	0.32609	0.42857	0.30435	0.30435	0.23913	0.45652	0.29915	0.17021	0.28261	0.23913	0.38182	0.28767	0.30435	0.23913	0.36957	0.3913	0.47826	0.33871	0.45652	0.28986	0.26087	0.26316	0.30435	0.34043	0.30435	0.28846	0.28261	0.27642	0.21429	0.45652	0.26087	0.43478	0.23913	0.30435	0.23913	0.26087	0.23913	0.26087	0.21739	1.0	0.28261	0.34783	0.33333	0.47368	0.34545	0.34545	0.21739	0.15217	0.26087	0.3125	0.15217	0.21739	0.30357	0.34783	0.3913	0.34783	0.4	0.32609	0.28261	0.37705	0.31915	0.65957	0.37097	0.45652	0.44286	0.2766	0.36957	0.31915	0.42373	0.26087	0.3913	0.35417	0.30769	0.26923	0.53521	0.51429	0.4	0.53623	0.23333	0.30435	0.23881	0.17117	0.44898	0.23913	0.3913	0.2541	0.34783	0.325	0.1087	0.42029	0.16923	0.35294	0.26027	0.28261	0.30435	0.41304	0.22	0.38298	0.32609	0.38333	0.28261	0.23913	0.23913	0.34848	0.28358	0.3	0.35938	0.43478	0.26087	0.26087	0.37037	0.41176	0.26316	0.32609	0.28261	0.34783	0.45205	0.34783	0.33784	0.4058	0.3	0.30435	0.36207	0.23913	0.36957	0.4	0.24074	0.52174	0.30435	0.26087	0.28358	0.27632	0.2907	0.31034	0.35849	0.4026	0.26316	0.55224	0.25862	0.39286	0.49206	0.36957	0.34545	0.32609	0.3038	0.39216	0.2446	0.32609	0.19565	0.36957	0.41304	0.28261	0.36957	0.2766	0.36957	0.26923	0.3	0.34783	0.45652	0.3913	0.3913	0.34783	0.3913	0.29412	0.28261	0.23913	0.26087	0.33766	0.23913	0.34783	0.3125	0.21818	0.23077	0.35385	0.43548	0.26087	0.31532	0.18636	0.34783	0.19565	0.3913	0.41304	0.35714	0.3913	0.47826	0.21186	0.42188	0.1087	0.19565	0.38028	0.31373	0.23913	0.34783	0.39216	0.30435	0.14754	0.26531	0.35593	0.15789	0.19565	0.40741	0.36957	0.47826	0.23913	0.26087
D00513	0.41379	0.16667	0.2	0.21277	0.41379	0.21538	0.26	0.22917	0.39535	0.27586	0.21053	0.33333	0.32759	0.27273	0.36	0.66667	0.51724	0.60465	0.48387	0.30612	0.17241	0.47222	0.31034	0.55172	0.18803	0.25532	0.23684	0.31034	0.27273	0.24658	0.48837	0.17241	0.35484	0.5625	0.3125	0.27419	0.55172	0.24638	0.39024	0.21053	0.26829	0.34043	0.56522	0.32692	0.26829	0.21951	0.19048	0.40541	0.48571	0.4	0.3125	0.7931	0.35135	0.33333	0.24444	0.2069	0.35897	0.28261	1.0	0.23333	0.31579	0.36842	0.30909	0.34545	0.06897	0.22581	0.2069	0.3125	0.2069	0.2	0.375	0.46667	0.41379	0.58824	0.23529	0.13793	0.41379	0.16393	0.19149	0.34043	0.29032	0.36111	0.27143	0.23404	0.42857	0.38298	0.32203	0.25581	0.38636	0.39583	0.42308	0.20513	0.28169	0.25714	0.21667	0.27536	0.26667	0.45161	0.17164	0.13514	0.36735	0.13793	0.33333	0.18033	0.5	0.25	0.2619	0.30435	0.21538	0.37255	0.28767	0.34483	0.17241	0.19444	0.26	0.23404	0.27273	0.3	0.52941	0.06897	0.31111	0.22727	0.26866	0.31667	0.34375	0.42222	0.36957	0.48571	0.37037	0.35294	0.21053	0.4375	0.24138	0.55172	0.27397	0.1875	0.28378	0.26087	0.32	0.13333	0.32759	0.35714	0.4	0.31429	0.31481	0.21053	0.3	0.36111	0.31343	0.23684	0.23256	0.31034	0.28302	0.27273	0.2	0.28358	0.2069	0.35714	0.26984	0.51724	0.29091	0.45161	0.27848	0.15686	0.19424	0.17241	0.13793	0.42222	0.3	0.47222	0.60606	0.23404	0.17949	0.34615	0.3	0.24138	0.31707	0.25641	0.56757	0.3871	0.13793	0.25	0.37838	0.38462	0.23188	0.27273	0.30769	0.45946	0.25	0.2	0.21538	0.30769	0.32258	0.37931	0.25225	0.11818	0.57143	0.26667	0.5	0.375	0.33929	0.45455	0.38235	0.15254	0.29688	0.15217	0.31034	0.28169	0.29412	0.37931	0.44828	0.37255	0.35484	0.21311	0.22449	0.28814	0.21053	0.2069	0.2716	0.26316	0.2619	0.43243	0.2
D00514	0.33333	0.4	0.23333	0.19149	0.43333	0.23077	0.38	0.33333	0.34884	0.36667	0.24561	0.30556	0.36207	0.21818	0.28	0.2	0.36667	0.30233	0.3871	0.36735	0.3	0.30556	0.26667	0.46667	0.18803	0.25532	0.18421	0.16667	0.25455	0.21918	0.30233	0.4	0.3871	0.28125	0.3125	0.29032	0.4	0.24638	0.34146	0.19298	0.19512	0.34043	0.28261	0.25	0.21951	0.13008	0.17857	0.2973	0.37143	0.225	0.3125	0.26667	0.32432	0.3	0.33333	0.16667	0.30769	0.34783	0.23333	1.0	0.31579	0.29825	0.29091	0.29091	0.2	0.35484	0.26667	0.22917	0.16667	0.23333	0.32143	0.33333	0.36667	0.20588	0.24706	0.3	0.23333	0.13115	0.25532	0.31915	0.32258	0.44444	0.22857	0.25532	0.45238	0.25532	0.30508	0.18605	0.29545	0.33333	0.25	0.16667	0.26761	0.27143	0.25	0.26087	0.26667	0.35484	0.14925	0.15315	0.34694	0.16667	0.25	0.18852	0.35294	0.225	0.33333	0.21739	0.21538	0.23529	0.26027	0.36667	0.26667	0.25	0.3	0.19149	0.15152	0.35	0.29412	0.2	0.22222	0.24242	0.19403	0.28333	0.23438	0.33333	0.26087	0.28571	0.25926	0.27451	0.19737	0.34375	0.46667	0.33333	0.21918	0.21875	0.27027	0.23188	0.28	0.26667	0.36207	0.30952	0.3	0.31429	0.24074	0.23684	0.375	0.30556	0.26866	0.23684	0.24419	0.36207	0.43396	0.23377	0.21053	0.26866	0.25862	0.28571	0.22222	0.36667	0.34545	0.3871	0.18987	0.11765	0.11511	0.13333	0.16667	0.26667	0.25	0.36111	0.21212	0.23404	0.20513	0.28846	0.38333	0.26667	0.4878	0.30769	0.37838	0.32258	0.2	0.26471	0.37838	0.30769	0.21739	0.23377	0.28205	0.35135	0.3125	0.20909	0.21538	0.27692	0.27419	0.36667	0.1982	0.13182	0.2	0.2	0.36667	0.275	0.375	0.33333	0.44118	0.14407	0.34375	0.21739	0.33333	0.25352	0.27451	0.26667	0.36667	0.39216	0.32258	0.2459	0.28571	0.30508	0.26316	0.13333	0.28395	0.18421	0.30952	0.37838	0.25714
D00520	0.21053	0.24561	0.15	0.21053	0.26316	0.16923	0.2807	0.33333	0.33333	0.22807	0.10526	0.29825	0.48276	0.14035	0.29825	0.29825	0.2807	0.36842	0.2807	0.31579	0.24561	0.31579	0.15789	0.47368	0.35043	0.31579	0.21053	0.22807	0.31579	0.28767	0.29825	0.45614	0.33333	0.33333	0.38596	0.12903	0.40351	0.34783	0.31579	0.14035	0.19298	0.42105	0.21053	0.19298	0.19298	0.22764	0.22619	0.2807	0.2807	0.40351	0.21053	0.35088	0.24561	0.22807	0.21053	0.22807	0.24561	0.33333	0.31579	0.31579	1.0	0.50877	0.33333	0.31579	0.24561	0.21053	0.38596	0.40351	0.12281	0.19298	0.31579	0.36842	0.35088	0.29825	0.34118	0.22807	0.29825	0.16393	0.42105	0.31579	0.33871	0.35088	0.31429	0.38596	0.26316	0.50877	0.37288	0.17544	0.26316	0.2807	0.24561	0.17949	0.33803	0.27143	0.33333	0.33333	0.28333	0.26316	0.28358	0.18018	0.36842	0.26316	0.33333	0.2459	0.2807	0.275	0.17544	0.34783	0.16923	0.22807	0.24658	0.24561	0.24561	0.29825	0.19298	0.42105	0.31579	0.43333	0.36842	0.17544	0.2807	0.34848	0.29851	0.7	0.32813	0.52632	0.22807	0.33333	0.2807	0.31579	0.17105	0.38596	0.2807	0.29825	0.27397	0.33333	0.28378	0.30435	0.42105	0.35088	0.41379	0.22807	0.38596	0.32857	0.21053	0.35088	0.24561	0.2807	0.20896	0.21053	0.2907	0.2931	0.2807	0.2987	0.27368	0.31343	0.27586	0.2807	0.25397	0.33333	0.36842	0.26316	0.34177	0.21053	0.23741	0.22807	0.14035	0.54386	0.29825	0.29825	0.35088	0.33333	0.31579	0.31579	0.25	0.29825	0.35088	0.24561	0.33333	0.36842	0.29825	0.20588	0.33333	0.21053	0.2029	0.24675	0.19298	0.26316	0.31579	0.22727	0.2	0.33846	0.43548	0.24561	0.2973	0.18636	0.29825	0.17544	0.47368	0.33333	0.4386	0.4386	0.36842	0.20339	0.39063	0.15789	0.35088	0.40845	0.33333	0.22807	0.31579	0.52632	0.26316	0.18033	0.2807	0.25424	0.15789	0.15789	0.37037	0.42105	0.31579	0.22807	0.31579
D00521	0.21053	0.29825	0.18333	0.26316	0.2807	0.2	0.38596	0.31579	0.33333	0.22807	0.17544	0.26316	0.24138	0.15789	0.36842	0.36842	0.33333	0.47368	0.31579	0.42105	0.22807	0.35088	0.19298	0.45614	0.38462	0.35088	0.29825	0.24561	0.38596	0.34247	0.40351	0.17544	0.36842	0.40351	0.49123	0.29032	0.4386	0.44928	0.31579	0.19298	0.26316	0.4386	0.33333	0.21053	0.24561	0.26829	0.2381	0.29825	0.33333	0.49123	0.26316	0.40351	0.26316	0.29825	0.21053	0.31579	0.2807	0.47368	0.36842	0.29825	0.50877	1.0	0.38596	0.36842	0.19298	0.19298	0.24561	0.45614	0.14035	0.21053	0.54386	0.42105	0.38596	0.31579	0.35294	0.22807	0.2807	0.2623	0.42105	0.40351	0.35484	0.40351	0.38571	0.40351	0.31579	0.45614	0.49153	0.22807	0.26316	0.42105	0.24561	0.29487	0.40845	0.45714	0.4	0.3913	0.33333	0.35088	0.29851	0.21622	0.38596	0.2807	0.4386	0.2377	0.31579	0.275	0.24561	0.36232	0.18462	0.2807	0.32877	0.2807	0.29825	0.36842	0.35088	0.61404	0.2807	0.45	0.38596	0.21053	0.31579	0.36364	0.28358	0.31667	0.42188	0.70175	0.2807	0.42105	0.4386	0.45614	0.28947	0.4386	0.29825	0.35088	0.36986	0.38596	0.2973	0.27536	0.36842	0.2807	0.46552	0.15789	0.36842	0.38571	0.19298	0.52632	0.35088	0.31579	0.28358	0.26316	0.36047	0.36207	0.29825	0.33766	0.28421	0.38806	0.27586	0.22807	0.34921	0.40351	0.33333	0.35088	0.43038	0.29825	0.28777	0.24561	0.19298	0.54386	0.4386	0.35088	0.36842	0.42105	0.36842	0.38596	0.26667	0.42105	0.42105	0.38596	0.38596	0.42105	0.36842	0.27941	0.40351	0.26316	0.21739	0.32468	0.22807	0.26316	0.36842	0.25455	0.26154	0.49231	0.45161	0.26316	0.33333	0.21818	0.31579	0.19298	0.50877	0.45614	0.47368	0.5614	0.4386	0.27966	0.35938	0.15789	0.19298	0.46479	0.38596	0.22807	0.38596	0.54386	0.29825	0.18033	0.29825	0.28814	0.17544	0.29825	0.32099	0.50877	0.4386	0.2807	0.29825
D00522	0.23636	0.21818	0.08333	0.12727	0.25455	0.07692	0.18182	0.16364	0.36364	0.32727	0.08772	0.34545	0.25862	0.07273	0.34545	0.29091	0.32727	0.41818	0.30909	0.27273	0.21818	0.30909	0.16364	0.38182	0.23077	0.21818	0.16364	0.2	0.34545	0.12329	0.32727	0.25455	0.30909	0.36364	0.38182	0.40323	0.41818	0.27536	0.18182	0.08772	0.18182	0.36364	0.23636	0.23636	0.16364	0.21951	0.17857	0.27273	0.27273	0.32727	0.29091	0.30909	0.30909	0.32727	0.16364	0.2	0.30909	0.34545	0.30909	0.29091	0.33333	0.38596	1.0	0.67273	0.12727	0.16364	0.30909	0.2	0.12727	0.18182	0.26786	0.36364	0.32727	0.25455	0.29412	0.21818	0.29091	0.11475	0.30909	0.29091	0.56452	0.32727	0.25714	0.32727	0.34545	0.36364	0.32203	0.16364	0.23636	0.32727	0.23636	0.15385	0.25352	0.34286	0.28333	0.26087	0.13333	0.30909	0.24627	0.13514	0.27273	0.29091	0.27273	0.19672	0.30909	0.225	0.25455	0.27536	0.10769	0.29091	0.27397	0.23636	0.25455	0.25455	0.34545	0.30909	0.23636	0.23333	0.30909	0.12727	0.25455	0.42424	0.46269	0.31667	0.23438	0.4	0.30909	0.34545	0.23636	0.36364	0.14474	0.36364	0.25455	0.25455	0.32877	0.23636	0.2027	0.23188	0.32727	0.27273	0.31034	0.18182	0.36364	0.27143	0.29091	0.32727	0.30909	0.30909	0.19403	0.22368	0.2093	0.32759	0.18182	0.32468	0.22105	0.23881	0.08621	0.25	0.2381	0.29091	0.21818	0.23636	0.3038	0.14545	0.20863	0.18182	0.09091	0.4	0.25455	0.30909	0.29091	0.27273	0.27273	0.27273	0.2	0.29091	0.30909	0.27273	0.27273	0.34545	0.30909	0.26471	0.36364	0.30909	0.13043	0.18182	0.21818	0.23636	0.34545	0.20909	0.15385	0.27692	0.37097	0.21818	0.33333	0.16818	0.25455	0.14545	0.4	0.34545	0.32143	0.36364	0.36364	0.19492	0.34375	0.12727	0.23636	0.42254	0.32727	0.25455	0.29091	0.36364	0.32727	0.16393	0.34545	0.72881	0.17544	0.10909	0.30864	0.34545	0.25455	0.27273	0.27273
D00523	0.21818	0.25455	0.16667	0.2	0.30909	0.2	0.23636	0.23636	0.43636	0.23636	0.17544	0.32727	0.25862	0.18182	0.32727	0.32727	0.34545	0.38182	0.38182	0.27273	0.2	0.4	0.2	0.45455	0.28205	0.21818	0.21818	0.21818	0.30909	0.21918	0.36364	0.2	0.36364	0.43636	0.36364	0.45161	0.43636	0.2029	0.2	0.17544	0.21818	0.38182	0.29091	0.30909	0.2	0.27642	0.22619	0.30909	0.38182	0.4	0.34545	0.38182	0.38182	0.34545	0.18182	0.34545	0.38182	0.34545	0.34545	0.29091	0.31579	0.36842	0.67273	1.0	0.18182	0.2	0.27273	0.30909	0.14545	0.2	0.26786	0.41818	0.41818	0.32727	0.29412	0.2	0.34545	0.14754	0.21818	0.29091	0.46774	0.32727	0.28571	0.25455	0.43636	0.36364	0.32203	0.21818	0.29091	0.25455	0.25455	0.20513	0.28169	0.34286	0.2	0.28986	0.18333	0.4	0.25373	0.18018	0.29091	0.18182	0.38182	0.2377	0.38182	0.2125	0.34545	0.31884	0.21538	0.34545	0.35616	0.30909	0.21818	0.2	0.29091	0.27273	0.27273	0.35	0.43636	0.2	0.21818	0.31818	0.38806	0.28333	0.26563	0.38182	0.38182	0.45455	0.23636	0.30909	0.19737	0.43636	0.29091	0.34545	0.34247	0.21818	0.28378	0.21739	0.27273	0.18182	0.34483	0.21818	0.45455	0.32857	0.25455	0.32727	0.25455	0.36364	0.25373	0.28947	0.26744	0.2931	0.21818	0.33766	0.26316	0.25373	0.17241	0.21429	0.30159	0.36364	0.2	0.32727	0.29114	0.18182	0.2518	0.21818	0.18182	0.41818	0.29091	0.41818	0.32727	0.23636	0.2	0.25455	0.21667	0.29091	0.30909	0.25455	0.29091	0.45455	0.21818	0.32353	0.34545	0.41818	0.2029	0.24675	0.27273	0.25455	0.34545	0.25455	0.2	0.35385	0.30645	0.25455	0.27928	0.15909	0.32727	0.2	0.49091	0.30909	0.32143	0.49091	0.34545	0.16949	0.34375	0.14545	0.2	0.40845	0.30909	0.27273	0.41818	0.38182	0.36364	0.18033	0.25455	0.62712	0.15789	0.25455	0.28395	0.30909	0.27273	0.34545	0.21818
D00524	0.12	0.4	0.26667	0.29787	0.2	0.26154	0.22	0.29167	0.2093	0.0	0.2807	0.13889	0.25862	0.25455	0.16	0.26667	0.16	0.09302	0.12903	0.22449	0.2	0.11111	0.10714	0.03704	0.15385	0.25532	0.23684	0.28	0.2	0.17808	0.18605	0.23077	0.22581	0.125	0.1875	0.20968	0.03571	0.21739	0.29268	0.21053	0.29268	0.19149	0.21739	0.23077	0.29268	0.13821	0.19048	0.16216	0.11429	0.25	0.0625	0.13793	0.10811	0.03333	0.28889	0.31034	0.12821	0.21739	0.06897	0.2	0.24561	0.19298	0.12727	0.18182	1.0	0.32258	0.21429	0.41667	0.32	0.26667	0.16071	0.13333	0.2069	0.29412	0.2	0.2	0.18519	0.22951	0.21277	0.19149	0.16129	0.25	0.21429	0.34043	0.2619	0.21277	0.18644	0.30233	0.20455	0.16667	0.17308	0.23077	0.21127	0.2	0.16667	0.21739	0.35	0.22581	0.17164	0.17117	0.16327	0.08	0.22222	0.15574	0.08824	0.1875	0.2381	0.18841	0.23077	0.23529	0.16438	0.2963	0.33333	0.27778	0.28	0.21277	0.27273	0.28333	0.17647	0.40741	0.22222	0.16667	0.1194	0.2	0.15625	0.17778	0.21739	0.08571	0.18519	0.17647	0.21053	0.1875	0.24138	0.25926	0.16438	0.3125	0.16216	0.24638	0.2	0.26667	0.18966	0.28571	0.1	0.21429	0.16667	0.23684	0.225	0.13889	0.20896	0.23684	0.16279	0.25862	0.20755	0.18182	0.2	0.20896	0.34483	0.23214	0.22222	0.24138	0.27273	0.25806	0.16456	0.21569	0.1295	0.25926	0.36	0.24444	0.325	0.11111	0.30303	0.2766	0.15385	0.26923	0.23333	0.25926	0.2439	0.17949	0.2973	0.09677	0.18519	0.27941	0.21622	0.17949	0.24638	0.18182	0.20513	0.21622	0.20833	0.17273	0.21538	0.21538	0.16129	0.12	0.10811	0.09545	0.28571	0.16667	0.1	0.2	0.19643	0.15152	0.23529	0.16102	0.23438	0.34783	0.17857	0.14085	0.21569	0.08	0.24138	0.2549	0.09677	0.22951	0.2449	0.13559	0.24561	0.4	0.17284	0.18421	0.21429	0.13514	0.22857
D00525	0.22581	0.32258	0.33333	0.2766	0.35484	0.33846	0.36	0.41667	0.2093	0.25806	0.35088	0.16667	0.31034	0.30909	0.24	0.25806	0.25806	0.2093	0.22581	0.20408	0.16129	0.22222	0.19355	0.19355	0.20513	0.31915	0.15789	0.29032	0.2	0.28767	0.27907	0.35484	0.19355	0.21875	0.15625	0.24194	0.25806	0.21739	0.29268	0.33333	0.2439	0.23404	0.28261	0.26923	0.26829	0.1626	0.25	0.21622	0.22857	0.2	0.21875	0.22581	0.21622	0.25806	0.42222	0.32258	0.23077	0.15217	0.22581	0.35484	0.21053	0.19298	0.16364	0.2	0.32258	1.0	0.19355	0.22917	0.12903	0.29032	0.21429	0.19355	0.19355	0.20588	0.25882	0.16129	0.19355	0.18033	0.23404	0.17021	0.19355	0.19444	0.2	0.19149	0.35714	0.19149	0.27119	0.23256	0.18182	0.20833	0.25	0.26923	0.1831	0.18571	0.2	0.18841	0.28333	0.19355	0.14179	0.21622	0.32653	0.09677	0.22222	0.22951	0.20588	0.25	0.42857	0.17391	0.30769	0.23529	0.32877	0.32258	0.22581	0.19444	0.34	0.21277	0.24242	0.25	0.20588	0.35484	0.17778	0.21212	0.1194	0.2	0.26563	0.22222	0.21739	0.25714	0.24074	0.23529	0.27632	0.15625	0.32258	0.19355	0.16438	0.15625	0.2973	0.18841	0.16	0.24444	0.2931	0.28571	0.12903	0.25714	0.2037	0.13158	0.3	0.16667	0.40299	0.36842	0.24419	0.31034	0.30189	0.16883	0.27368	0.1791	0.34483	0.30357	0.26984	0.25806	0.30909	0.32258	0.20253	0.15686	0.14388	0.25806	0.35484	0.22222	0.3	0.22222	0.21212	0.23404	0.17949	0.28846	0.36667	0.22581	0.29268	0.23077	0.27027	0.16129	0.16129	0.41176	0.2973	0.30769	0.31884	0.35065	0.41026	0.32432	0.20833	0.25455	0.30769	0.21538	0.17742	0.3871	0.13514	0.12273	0.2	0.16129	0.19355	0.2	0.30357	0.24242	0.20588	0.19492	0.26563	0.45652	0.35484	0.21127	0.33333	0.16129	0.25806	0.33333	0.19355	0.31148	0.28571	0.22034	0.35088	0.29032	0.18519	0.15789	0.2619	0.27027	0.17143
