data	D00035	D00110	D00136	D00195	D00219	D00225	D00227	D00228	D00234	D00252	D00274	D00283	D00293	D00294	D00303	D00319	D00326	D00329	D00331	D00332	D00335	D00336	D00338	D00340	D00345	D00349	D00351	D00354	D00358	D00364	D00367	D00373	D00379	D00380	D00392	D00394	D00418	D00437	D00438	D00451	D00456	D00464	D00474	D00477	D00480	D00495	D00499	D00504	D00512	D00513	D00519	D00521	D00524	D00528	D00530	D00533	D00536	D00537	D00538	D00539	D00542	D00543	D00544	D00545	D00546	D00547	D00548	D00549	D00550	D00552	D00553	D00560	D00563	D00574	D00593	D00594	D00607	D00611	D00615	D00616	D00617	D00618	D00619	D00629	D00631	D00633	D00636	D00638	D00639	D00640	D00642	D00647	D00648	D00649	D00650	D00651	D00654	D00656	D00658	D00677	D00678	D00694	D00697	D00704	D00708	D00709	D00711	D00726	D00732	D00733	D00735	D00738	D00739	D00740	D00741	D00759	D00760	D00761	D00765	D00771	D00775	D00779	D00791	D00798	D00799	D00809	D00812	D00816	D00823	D00831	D00960	D00963	D00964	D01071	D01108	D01111	D01118	D01242	D01243	D01253	D01256	D01275	D01287	D01295	D01350	D01448	D01450	D01453	D01575	D01599	D01603	D01712	D01768	D01799	D01828	D01854	D01969	D02041	D02086	D02087	D02088	D02092	D02098	D02101	D02163	D02173	D02204	D02207	D02234	D02237	D02253	D02261	D02262	D02272	D02347	D02356	D02360	D02362	D02409	D02461	D02485	D02546	D02566	D02630	D02914	D03037	D03180	D03274	D03365	D03450	D03580	D03742	D03826	D03830	D03878	D03991	D04034	D04048	D04370	D04790	D04985	D04999	D05024	D05077	D05156	D05453	D05458	D05461	D06106	D06172	
D00438	0.33198	0.43428	0.45396	0.40247	0.48827	0.42213	0.42736	0.38209	0.44343	0.41909	0.45520	0.41048	0.40393	0.43898	0.54740	0.73682	0.44063	0.47715	0.44882	0.39264	0.54213	0.54122	0.45210	0.48746	0.49213	0.74875	0.39318	0.39731	0.41581	0.52116	0.43758	0.38373	0.42049	0.45913	0.41769	0.43992	0.43244	0.87074	1.00000	0.45725	0.43899	0.42632	0.45094	0.44414	0.45070	0.41019	0.49097	0.43104	0.46524	0.43244	0.45397	0.41984	0.39240	0.39567	0.48558	0.43571	0.46428	0.38387	0.38912	0.38186	0.31584	0.35751	0.34346	0.35751	0.34417	0.39755	0.46474	0.37250	0.41206	0.39825	0.44602	0.47674	0.42825	0.44414	0.47766	0.47048	0.44093	0.43759	0.46175	0.46576	0.84335	0.90824	0.48105	0.91383	0.53010	0.39428	0.45095	0.51028	0.39755	0.50408	0.42385	0.49778	0.41842	0.42751	0.57385	0.53976	0.49729	0.50057	0.49056	0.43172	0.42399	0.46266	0.45613	0.37320	0.46101	0.40083	0.44087	0.47247	0.44742	0.43808	0.47411	0.41066	0.41066	0.43244	0.50596	0.29379	0.35770	0.37294	0.34817	0.30600	0.34393	0.43176	0.50524	0.40035	0.49026	0.43899	0.39731	0.41066	0.45725	0.48426	0.47387	0.40304	0.40878	0.49753	0.40319	0.44088	0.45397	0.40886	0.46264	0.44390	0.44015	0.42199	0.43384	0.42359	0.18863	0.45251	0.43056	0.40761	0.36886	0.42540	0.48407	0.44367	0.48746	0.43651	0.45046	0.39573	0.49342	0.39144	0.42073	0.48280	0.42752	0.44365	0.47411	0.31219	0.46322	0.43172	0.45046	0.37289	0.40359	0.48303	0.46968	0.34704	0.34817	0.35902	0.46108	0.49948	0.44367	0.39108	0.43499	0.44478	0.48001	0.48745	0.44742	0.43925	0.47418	0.49888	0.47763	0.37948	0.38257	0.39662	0.32489	0.37178	0.41151	0.47519	0.42280	0.46217	0.41054	0.43243	0.41510	0.44220	0.51415	0.46521	0.52463	0.47761	0.41578	0.44748	0.40107	0.36169	0.49425	0.40176	
D00451	0.44683	0.44802	0.48809	0.31172	0.44533	0.43076	0.44484	0.56726	0.41235	0.51713	0.42663	0.45965	0.44885	0.45454	0.45114	0.45946	0.49005	0.48505	0.57028	0.40061	0.46482	0.44156	0.49623	0.60084	0.40764	0.47111	0.40040	0.45222	0.47825	0.48879	0.50935	0.55066	0.39894	0.50125	0.48124	0.51365	0.43292	0.44570	0.39617	1.00000	0.39084	0.48735	0.44914	0.49585	0.46815	0.41644	0.39934	0.52723	0.50603	0.53456	0.57474	0.38437	0.37193	0.43524	0.48094	0.50603	0.46612	0.34275	0.60283	0.35032	0.38082	0.39163	0.42213	0.39163	0.36963	0.36113	0.55926	0.57075	0.43902	0.56534	0.47809	0.40971	0.52755	0.52485	0.42483	0.39055	0.39617	0.44644	0.41720	0.39036	0.42516	0.42182	0.39709	0.42306	0.44678	0.47154	0.49585	0.43605	0.44804	0.49826	0.33590	0.47488	0.30999	0.39645	0.48532	0.48406	0.52996	0.44250	0.56991	0.39807	0.39187	0.42583	0.46309	0.40823	0.44644	0.38583	0.39393	0.47505	0.46264	0.41824	0.48735	0.43104	0.53715	0.49585	0.48195	0.23071	0.24688	0.28992	0.23610	0.44022	0.45122	0.41824	0.40450	0.52344	0.40517	0.47775	0.46695	0.48895	0.45955	0.39676	0.50787	0.30840	0.45706	0.49716	0.33560	0.33583	0.42525	0.36105	0.39701	0.48585	0.51373	0.28218	0.41135	0.39137	0.12071	0.32683	0.40595	0.43115	0.40048	0.42855	0.39519	0.52431	0.48045	0.38664	0.40953	0.27695	0.39646	0.36250	0.44764	0.58771	0.45895	0.41823	0.48735	0.24244	0.37349	0.36232	0.37382	0.26505	0.33010	0.43983	0.32998	0.39646	0.28281	0.29143	0.46230	0.41823	0.45797	0.43292	0.50064	0.32937	0.39045	0.39970	0.48195	0.38457	0.35723	0.39298	0.39664	0.39603	0.43293	0.37826	0.24932	0.44259	0.35686	0.40679	0.43887	0.42768	0.35719	0.39209	0.39868	0.37323	0.39905	0.47815	0.38000	0.55430	0.31940	0.42404	0.50204	0.25790	0.40474	0.50865	
D00456	0.32709	0.49902	0.44927	0.35391	0.40186	0.55748	0.39695	0.41492	0.45617	0.55203	0.46335	0.55748	0.62145	0.46558	0.48621	0.45294	0.47456	0.52031	0.44801	0.43821	0.45903	0.41058	0.50543	0.41503	0.42506	0.41388	0.34935	0.46873	0.52457	0.46559	0.49894	0.43449	0.43324	0.49619	0.41959	0.53174	0.42521	0.39177	0.36773	0.37406	1.00000	0.41592	0.61090	0.57670	0.45920	0.46591	0.44685	0.49843	0.49160	0.46849	0.39368	0.45080	0.35120	0.51963	0.48226	0.58276	0.59228	0.30193	0.49663	0.45682	0.31789	0.30836	0.34256	0.33000	0.32697	0.33909	0.49631	0.46591	0.56241	0.50313	0.59105	0.46159	0.55809	0.57670	0.35077	0.39094	0.30266	0.45638	0.39630	0.35991	0.32025	0.36010	0.42880	0.39152	0.49797	0.48452	0.40582	0.33958	0.53386	0.51898	0.24147	0.37781	0.25246	0.38365	0.37781	0.42927	0.41972	0.39273	0.38431	0.46335	0.82500	0.39181	0.52464	0.37025	0.62951	0.45335	0.65721	0.46693	0.55047	0.51260	0.39416	0.55832	0.40660	0.57670	0.42050	0.18556	0.21064	0.26891	0.18709	0.52174	0.47802	0.52183	0.39860	0.40019	0.41332	0.54565	0.55506	0.56897	0.44177	0.35380	0.38411	0.29748	0.48119	0.45908	0.27105	0.45354	0.53662	0.41456	0.60014	0.44311	0.35487	0.24963	0.56718	0.49215	0.09676	0.27836	0.55703	0.49316	0.36914	0.48463	0.30795	0.34275	0.41492	0.43460	0.45313	0.21890	0.42000	0.43788	0.53365	0.37365	0.51357	0.44671	0.42656	0.19384	0.32913	0.39720	0.33045	0.24609	0.31750	0.33580	0.28605	0.30289	0.22014	0.22662	0.34190	0.45354	0.50057	0.48397	0.40652	0.33907	0.40979	0.34275	0.57199	0.35703	0.36849	0.37970	0.45470	0.39055	0.52780	0.29848	0.20258	0.38419	0.27008	0.27875	0.39801	0.49123	0.34599	0.55145	0.49097	0.30035	0.44311	0.58925	0.32615	0.39802	0.25624	0.57199	0.49707	0.24999	0.45291	0.51525	
D00464	0.37025	0.35557	0.51420	0.29442	0.46440	0.67329	0.40979	0.41503	0.45564	0.55203	0.52697	0.51887	0.43744	0.57367	0.43520	0.45164	0.51459	0.47775	0.48463	0.38416	0.39166	0.39728	0.46258	0.41492	0.53868	0.41076	0.38040	0.50101	0.52433	0.48034	0.61475	0.43944	0.40343	0.43138	0.50053	0.51010	0.38193	0.40939	0.37542	0.47057	0.41592	1.00000	0.43788	0.44697	0.56178	0.46591	0.46849	0.44426	0.50237	0.46861	0.52637	0.37885	0.41612	0.46546	0.49123	0.55035	0.41915	0.29003	0.47499	0.45682	0.38281	0.37328	0.42349	0.39492	0.34861	0.38237	0.47467	0.54684	0.65638	0.50313	0.49360	0.39783	0.53656	0.46861	0.41989	0.43608	0.30919	0.40746	0.35301	0.38525	0.33692	0.37617	0.39152	0.41414	0.44936	0.50616	0.42686	0.37853	0.50658	0.46107	0.24561	0.40921	0.27441	0.50421	0.40341	0.43675	0.40186	0.46921	0.40092	0.35627	0.47328	0.64766	0.41972	0.39190	0.45650	0.38843	0.45167	0.56414	0.45303	0.44322	0.46421	0.48240	0.44425	0.44697	0.49056	0.18971	0.22910	0.25801	0.19511	0.56503	0.49966	0.42338	0.41570	0.45420	0.42050	0.49149	0.53365	0.52592	0.50927	0.36471	0.47328	0.28578	0.44322	0.41017	0.30864	0.37113	0.45501	0.35602	0.42700	0.54230	0.35487	0.24341	0.37427	0.47171	0.09676	0.28323	0.41431	0.47152	0.34763	0.39307	0.29715	0.40918	0.43592	0.39368	0.52694	0.21354	0.37916	0.31885	0.49538	0.40656	0.51870	0.50671	0.44820	0.18885	0.34638	0.29905	0.31259	0.26274	0.35352	0.30779	0.27656	0.33682	0.22419	0.23081	0.46984	0.41175	0.46736	0.37596	0.40551	0.33495	0.40979	0.37596	0.49655	0.47039	0.32501	0.40807	0.46546	0.39104	0.43560	0.28166	0.19599	0.33244	0.26720	0.34124	0.35740	0.43302	0.38566	0.39326	0.36185	0.28901	0.44311	0.45860	0.38767	0.43107	0.22296	0.39886	0.44816	0.24493	0.45291	0.53689	
D00474	0.47483	0.43473	0.47290	0.27521	0.46433	0.42229	0.37846	0.39383	0.36331	0.47165	0.46329	0.48019	0.62125	0.39528	0.47769	0.44533	0.54086	0.54570	0.47545	0.56107	0.37143	0.36593	0.54085	0.47785	0.45737	0.42115	0.30276	0.41971	0.57462	0.45746	0.48841	0.38345	0.47284	0.70543	0.56492	0.52812	0.43182	0.39862	0.36186	0.40299	0.57797	0.40495	1.00000	0.67822	0.43736	0.56876	0.53033	0.71991	0.59961	0.54271	0.34264	0.42269	0.32711	0.42078	0.48219	0.54416	0.62038	0.29596	0.59410	0.58470	0.40836	0.39627	0.43967	0.42373	0.39242	0.43527	0.56733	0.44523	0.41198	0.58854	0.68647	0.38432	0.56128	0.77673	0.34500	0.40419	0.29679	0.43329	0.33830	0.29596	0.34409	0.36634	0.37202	0.38501	0.47360	0.45505	0.38239	0.33251	0.54514	0.55740	0.24558	0.42681	0.25606	0.48559	0.34279	0.39205	0.41077	0.34166	0.40086	0.42044	0.50004	0.37079	0.51799	0.46768	0.91375	0.51170	0.65999	0.56178	0.61340	0.65053	0.42648	0.56141	0.44225	0.65359	0.40594	0.15743	0.19474	0.20996	0.18389	0.44736	0.41933	0.59102	0.34875	0.37439	0.36331	0.49140	0.50570	0.51367	0.49949	0.32246	0.39291	0.29162	0.41333	0.55632	0.24284	0.41860	0.50588	0.35015	0.61575	0.36379	0.36229	0.22555	0.53810	0.47963	0.09131	0.29174	0.54669	0.44225	0.31466	0.43883	0.32346	0.36764	0.41123	0.48548	0.39291	0.23428	0.34888	0.39157	0.57985	0.39925	0.54700	0.44665	0.41293	0.17086	0.32402	0.32046	0.30364	0.21836	0.27781	0.35679	0.31692	0.30046	0.19762	0.20333	0.32046	0.37798	0.43407	0.40921	0.33678	0.29668	0.34205	0.34961	0.57582	0.31685	0.36298	0.37402	0.50998	0.34001	0.59239	0.35602	0.17719	0.34166	0.25637	0.26534	0.40545	0.44648	0.33889	0.52071	0.44533	0.28333	0.47284	0.64292	0.31126	0.40004	0.27967	0.63631	0.62864	0.22049	0.49809	0.63138	
D00477	0.42031	0.43576	0.52276	0.30029	0.37634	0.46228	0.35472	0.39534	0.43576	0.42922	0.55002	0.57809	0.54724	0.38116	0.52992	0.44642	0.49004	0.48755	0.49508	0.47301	0.34552	0.39235	0.48053	0.39534	0.49100	0.40030	0.37596	0.42148	0.65042	0.45854	0.58348	0.36452	0.41476	0.69563	0.45183	0.52984	0.32284	0.37897	0.36270	0.46228	0.55788	0.42815	0.69428	1.00000	0.49296	0.54154	0.55686	0.64004	0.52455	0.48298	0.34411	0.43612	0.44709	0.49178	0.43888	0.48743	0.61147	0.32063	0.47799	0.56807	0.38535	0.44838	0.41342	0.44838	0.44494	0.40947	0.44234	0.43618	0.45092	0.69465	0.65931	0.42459	0.53932	0.75387	0.35735	0.39235	0.33929	0.59233	0.33755	0.35042	0.36623	0.34842	0.47684	0.38594	0.49776	0.59959	0.46982	0.34699	0.59423	0.56860	0.26892	0.45582	0.30708	0.60937	0.37180	0.36336	0.42991	0.41944	0.40205	0.47861	0.51611	0.39981	0.51030	0.44494	0.69070	0.53949	0.71011	0.72450	0.91442	0.50408	0.46055	0.71780	0.50354	0.97537	0.46538	0.17938	0.22002	0.24117	0.19875	0.39568	0.39518	0.52403	0.41841	0.41333	0.43576	0.59040	0.51985	0.55116	0.49139	0.38601	0.40318	0.32758	0.43459	0.47143	0.28178	0.42017	0.65018	0.33929	0.69428	0.45443	0.36336	0.26177	0.63600	0.46490	0.10037	0.29238	0.66884	0.50354	0.36955	0.42183	0.32420	0.40205	0.46891	0.44613	0.42991	0.23473	0.44659	0.44542	0.75387	0.42945	0.64503	0.53005	0.48220	0.17895	0.33550	0.37862	0.37644	0.25811	0.32253	0.37180	0.33139	0.33557	0.22756	0.23429	0.37862	0.47511	0.41866	0.43527	0.35150	0.32707	0.44764	0.36893	0.52278	0.37435	0.35279	0.43151	0.55341	0.35168	0.55033	0.34533	0.18564	0.39389	0.30017	0.28384	0.40585	0.48347	0.35165	0.61845	0.46161	0.32949	0.51395	0.60802	0.33181	0.39336	0.28029	0.67272	0.57002	0.22088	0.53437	0.56081	
D00480	0.32697	0.33488	0.49727	0.28128	0.41084	0.48987	0.37904	0.44637	0.47045	0.61707	0.47045	0.52879	0.36164	0.49798	0.59678	0.45294	0.47793	0.50321	0.44801	0.34088	0.39166	0.38507	0.46248	0.40436	0.44927	0.46485	0.35970	0.44685	0.49193	0.43331	0.52948	0.44475	0.36376	0.44215	0.33303	0.61854	0.36028	0.42607	0.37944	0.45137	0.45920	0.56648	0.47029	0.51177	1.00000	0.36870	0.42521	0.44426	0.46927	0.47949	0.41408	0.37885	0.31787	0.37890	0.54479	0.52895	0.42910	0.29003	0.49663	0.37025	0.29636	0.34088	0.34268	0.35164	0.34861	0.38237	0.45291	0.47065	0.47778	0.45985	0.51525	0.41731	0.54744	0.46849	0.40837	0.38514	0.29748	0.52130	0.35301	0.40906	0.36049	0.40391	0.39152	0.40450	0.60212	0.50616	0.53185	0.37853	0.57714	0.49957	0.24147	0.37781	0.25246	0.41069	0.40582	0.46650	0.43757	0.48621	0.39257	0.34908	0.43757	0.46887	0.41972	0.39190	0.47802	0.35602	0.54900	0.45605	0.51783	0.37395	0.53477	0.48252	0.53644	0.51177	0.64768	0.18556	0.23413	0.27881	0.20148	0.41354	0.39145	0.37288	0.53417	0.51537	0.55431	0.61081	0.74995	0.69893	0.49957	0.46656	0.58040	0.26236	0.42349	0.37240	0.30864	0.39177	0.63887	0.55103	0.58925	0.51271	0.35487	0.25055	0.48987	0.43997	0.09447	0.35871	0.49395	0.40660	0.35255	0.37476	0.32865	0.44240	0.58296	0.39368	0.50011	0.23737	0.37916	0.33207	0.51189	0.52315	0.56761	0.45354	0.56729	0.18371	0.42956	0.29905	0.36615	0.28911	0.39571	0.32180	0.27613	0.31863	0.22419	0.23081	0.41332	0.38487	0.42606	0.34275	0.41234	0.30871	0.50217	0.35793	0.51807	0.44723	0.35750	0.39104	0.42218	0.39055	0.46288	0.28117	0.19062	0.33317	0.26720	0.34940	0.38428	0.52684	0.41542	0.44803	0.33902	0.27768	0.45308	0.43776	0.41414	0.46221	0.21592	0.45291	0.47543	0.23987	0.43127	0.47670	
D00495	0.44160	0.32351	0.37898	0.23042	0.43243	0.32990	0.35647	0.35630	0.28066	0.29855	0.35208	0.36850	0.38781	0.42622	0.36229	0.38714	0.37731	0.36229	0.36949	0.65040	0.34100	0.33039	0.35296	0.35630	0.37968	0.35864	0.26357	0.36320	0.59384	0.34721	0.33440	0.32659	0.43740	0.46851	0.70627	0.37666	0.38782	0.35345	0.31602	0.34931	0.40945	0.40945	0.53891	0.49871	0.31224	1.00000	0.65871	0.47297	0.36617	0.36320	0.34700	0.31260	0.44284	0.51543	0.34316	0.36478	0.45403	0.30139	0.31345	0.84969	0.49533	0.51456	0.55120	0.58239	0.57763	0.50147	0.38782	0.51522	0.32202	0.48036	0.58976	0.25387	0.37592	0.52334	0.35898	0.33039	0.31100	0.53083	0.28498	0.31041	0.29595	0.32513	0.30987	0.34827	0.33098	0.46821	0.32937	0.32230	0.43672	0.38780	0.20889	0.35978	0.22875	0.40821	0.27576	0.30596	0.32531	0.39630	0.35458	0.34411	0.34316	0.33177	0.38785	0.54362	0.53067	0.55167	0.52008	0.48824	0.54908	0.43740	0.47066	0.51875	0.37592	0.52334	0.45297	0.13671	0.16960	0.19064	0.17888	0.40759	0.35927	0.37703	0.26928	0.32202	0.28066	0.36617	0.31394	0.32831	0.34920	0.26249	0.39672	0.31753	0.35805	0.51766	0.28443	0.38033	0.34700	0.28241	0.52525	0.41756	0.29108	0.21279	0.44240	0.32431	0.07590	0.24009	0.46417	0.50691	0.21959	0.40611	0.23252	0.40440	0.44728	0.44902	0.41458	0.18019	0.30305	0.29501	0.58483	0.32949	0.55272	0.33971	0.46083	0.13599	0.24781	0.29494	0.34316	0.19959	0.23561	0.30376	0.29920	0.25463	0.15167	0.15580	0.29494	0.32598	0.30475	0.28814	0.31915	0.25598	0.29543	0.35458	0.37339	0.26259	0.32138	0.31976	0.67896	0.26308	0.41711	0.30089	0.14075	0.29427	0.20020	0.25832	0.29792	0.39672	0.27157	0.43075	0.36607	0.28575	0.59185	0.41538	0.24394	0.33345	0.23048	0.41085	0.46199	0.17738	0.61819	0.51975	
D00499	0.39568	0.39291	0.40993	0.30133	0.52815	0.34647	0.35525	0.35333	0.32149	0.38089	0.43576	0.43338	0.42815	0.50430	0.38544	0.46161	0.43735	0.45345	0.42183	0.57151	0.45325	0.44336	0.44635	0.42702	0.43432	0.42945	0.32420	0.34747	0.52189	0.42607	0.33244	0.32371	0.52392	0.51133	0.56272	0.44045	0.32298	0.42017	0.40953	0.36577	0.42803	0.44967	0.54639	0.55686	0.40639	0.70154	1.00000	0.45527	0.38487	0.40896	0.40533	0.37978	0.48489	0.51654	0.39420	0.38468	0.46371	0.35634	0.39173	0.67197	0.45922	0.52226	0.51192	0.52226	0.49419	0.50797	0.43063	0.52871	0.33816	0.46076	0.60993	0.31583	0.40832	0.56910	0.46102	0.39235	0.37441	0.53083	0.34837	0.39204	0.36623	0.41106	0.39893	0.43788	0.42607	0.50108	0.35780	0.42490	0.45872	0.48158	0.25373	0.38580	0.28544	0.45639	0.35780	0.36336	0.37644	0.47891	0.41866	0.40719	0.39420	0.37180	0.48347	0.51241	0.49369	0.61337	0.53759	0.51875	0.54595	0.45443	0.52548	0.52735	0.43226	0.55686	0.48842	0.17505	0.20059	0.22888	0.22261	0.34643	0.39518	0.45358	0.33777	0.33816	0.33577	0.42803	0.40896	0.40832	0.40437	0.32336	0.44786	0.39783	0.39492	0.53636	0.33816	0.46138	0.41558	0.30417	0.62026	0.51395	0.37824	0.26891	0.50088	0.38555	0.11720	0.28346	0.52775	0.51551	0.26180	0.48597	0.28280	0.43527	0.51092	0.53801	0.41205	0.23605	0.38606	0.35285	0.51999	0.40030	0.49727	0.42017	0.50384	0.17123	0.31318	0.36434	0.34961	0.22443	0.27617	0.39981	0.41810	0.28923	0.19215	0.19767	0.42147	0.40644	0.36884	0.35223	0.36531	0.33980	0.35367	0.46849	0.41930	0.30682	0.38575	0.36350	0.96552	0.27851	0.40258	0.34583	0.17880	0.35988	0.24596	0.32771	0.32345	0.42991	0.32189	0.48690	0.41603	0.37435	0.81066	0.48489	0.31070	0.40888	0.29306	0.48829	0.45330	0.20981	0.91442	0.47397	
D00504	0.54362	0.37354	0.42419	0.23042	0.39672	0.36850	0.33078	0.35630	0.31738	0.60463	0.37354	0.44488	0.51673	0.37507	0.42185	0.41818	0.48143	0.43030	0.49767	0.51437	0.33388	0.33039	0.44005	0.45100	0.37161	0.40236	0.28427	0.48633	0.67625	0.42837	0.44032	0.30619	0.41756	0.63728	0.48385	0.46593	0.36320	0.38092	0.32924	0.46429	0.44197	0.39591	0.69006	0.59721	0.38781	0.47297	0.41245	1.00000	0.53559	0.57259	0.43899	0.33766	0.37410	0.42608	0.44875	0.60674	0.70524	0.23899	0.70045	0.49270	0.46133	0.48036	0.41517	0.51437	0.50961	0.35548	0.54908	0.42186	0.35961	0.63368	0.69835	0.31130	0.48984	0.62184	0.31290	0.34314	0.27638	0.35437	0.30662	0.25089	0.30730	0.35019	0.30987	0.36181	0.36345	0.40844	0.31080	0.33584	0.49338	0.51795	0.21682	0.37378	0.22906	0.49396	0.33185	0.38035	0.39672	0.32755	0.40440	0.39247	0.38785	0.34577	0.47712	0.44160	0.77111	0.34321	0.58174	0.54410	0.53762	0.51675	0.40945	0.56227	0.37592	0.57259	0.33029	0.14104	0.16329	0.18668	0.15501	0.47560	0.41640	0.43740	0.29851	0.30323	0.29065	0.45274	0.46170	0.46705	0.44240	0.26249	0.34316	0.24728	0.41756	0.51673	0.20926	0.35345	0.40832	0.30582	0.62131	0.35805	0.36547	0.19136	0.45921	0.39164	0.07773	0.25832	0.48983	0.42353	0.23087	0.38780	0.29462	0.36221	0.37731	0.39807	0.32531	0.19998	0.29094	0.33922	0.60946	0.35864	0.62131	0.36035	0.38781	0.15655	0.30408	0.26638	0.23604	0.18227	0.23296	0.31056	0.23402	0.23042	0.17527	0.18022	0.32044	0.32009	0.37047	0.37118	0.33912	0.26303	0.29543	0.30475	0.47898	0.28283	0.32185	0.30502	0.42608	0.31976	0.55314	0.31290	0.16223	0.26026	0.22503	0.24940	0.38092	0.43243	0.28319	0.45358	0.41753	0.24041	0.36802	0.64878	0.26378	0.38003	0.24748	0.50300	0.74291	0.17738	0.39940	0.66747	
D00512	0.41354	0.41271	0.58728	0.28232	0.41972	0.49008	0.36054	0.36235	0.46984	0.62694	0.44846	0.56707	0.50761	0.48710	0.62224	0.48203	0.52503	0.51186	0.50294	0.39492	0.41861	0.41003	0.50617	0.46737	0.44927	0.46423	0.34935	0.52265	0.55685	0.54675	0.61464	0.35287	0.44311	0.61528	0.47376	0.63995	0.44685	0.43921	0.39653	0.48505	0.49160	0.50237	0.63254	0.53866	0.46457	0.42262	0.40369	0.57322	1.00000	0.56594	0.43449	0.51668	0.37284	0.42218	0.50031	0.56046	0.59228	0.29601	0.56156	0.37025	0.36117	0.39492	0.38021	0.40580	0.40278	0.42565	0.60452	0.50356	0.47799	0.56806	0.60181	0.48710	0.69881	0.56606	0.33926	0.43608	0.32090	0.41310	0.37466	0.32574	0.42084	0.40338	0.41749	0.41637	0.61158	0.52217	0.37781	0.37853	0.52823	0.60568	0.27219	0.46183	0.31770	0.53487	0.43382	0.47390	0.41084	0.36718	0.42579	0.42760	0.49113	0.51484	0.49123	0.39190	0.65115	0.38843	0.50020	0.53174	0.47980	0.50262	0.39929	0.50917	0.42260	0.51702	0.38247	0.19404	0.23435	0.26495	0.19511	0.45682	0.42398	0.59195	0.42607	0.36023	0.41340	0.58893	0.60922	0.59061	0.52847	0.37724	0.40186	0.29748	0.53243	0.48084	0.28984	0.39868	0.62308	0.42627	0.54609	0.47292	0.38463	0.24341	0.46097	0.61454	0.09906	0.36802	0.49570	0.42824	0.36383	0.41138	0.42136	0.39257	0.36744	0.43449	0.41084	0.28126	0.39126	0.39820	0.52790	0.42113	0.58362	0.43121	0.34524	0.19399	0.43004	0.31334	0.31259	0.26948	0.33589	0.39181	0.29639	0.29339	0.23009	0.23691	0.42699	0.43921	0.49222	0.45901	0.41924	0.30521	0.42210	0.34275	0.64217	0.43638	0.39093	0.42504	0.40066	0.43638	0.48452	0.41416	0.19599	0.34945	0.28525	0.35909	0.54968	0.54470	0.40550	0.47778	0.43775	0.25500	0.41341	0.67019	0.38566	0.41563	0.29948	0.58276	0.55637	0.24493	0.37722	0.58017	
D00513	0.37106	0.36434	0.47477	0.32450	0.35849	0.48158	0.39166	0.35345	0.43576	0.54103	0.40719	0.55879	0.40663	0.40552	0.56393	0.41603	0.42691	0.44490	0.44014	0.47301	0.35893	0.36685	0.40275	0.40602	0.39361	0.42945	0.34491	0.43373	0.59577	0.53969	0.48992	0.33396	0.35524	0.47683	0.37795	0.65253	0.34747	0.40644	0.35100	0.50099	0.44967	0.44979	0.55877	0.48298	0.46067	0.40602	0.40896	0.61541	0.54712	1.00000	0.37477	0.42359	0.32475	0.43015	0.49245	0.49975	0.53759	0.33253	0.58875	0.40714	0.38535	0.39913	0.37655	0.39913	0.42031	0.38484	0.44247	0.57841	0.46971	0.57151	0.58543	0.43061	0.59877	0.53223	0.35636	0.43061	0.26904	0.46906	0.30509	0.32063	0.33605	0.37348	0.39893	0.38594	0.48751	0.52571	0.33683	0.38594	0.60648	0.59739	0.28002	0.40685	0.24609	0.46654	0.34379	0.35597	0.34971	0.37689	0.33562	0.40719	0.39420	0.38580	0.43888	0.37645	0.53666	0.39173	0.53759	0.57448	0.49975	0.47427	0.39563	0.51538	0.42055	0.49523	0.40759	0.17368	0.19901	0.26355	0.19073	0.42031	0.35831	0.47427	0.40644	0.36640	0.40719	0.61204	0.60611	0.61074	0.46228	0.35472	0.44776	0.31653	0.45443	0.44967	0.28178	0.38588	0.62978	0.38612	0.54652	0.43459	0.36336	0.24034	0.48158	0.49664	0.09348	0.29825	0.48519	0.39635	0.33217	0.34869	0.32420	0.46023	0.37445	0.35437	0.42991	0.23473	0.37396	0.39917	0.53210	0.36390	0.54652	0.39271	0.34159	0.19692	0.34714	0.37678	0.32278	0.23906	0.30993	0.28778	0.28830	0.30534	0.21282	0.21905	0.35006	0.41546	0.45188	0.39388	0.37897	0.30506	0.41682	0.36741	0.54582	0.35216	0.33128	0.35216	0.44147	0.37483	0.52571	0.32279	0.20565	0.33442	0.25680	0.32848	0.42017	0.44776	0.33181	0.45092	0.43122	0.28985	0.43119	0.52189	0.35165	0.37011	0.26959	0.49975	0.63850	0.21993	0.41720	0.60993	
